text,happy,depressed,surprised,angry,neutral
 그냥 자기 마음에 들면. l/,1,0,0,0,0
 아니 심했지.,0,0,0,0,1
l/ 어떻게 알겠어.,0,0,0,0,1
그건 아니지.,0,0,0,0,1
 저는 이제 막내다 보니까 또 어머니가 많이 또 돌봐주셨어요 많이. ,0,0,0,0,1
아 지금은 같이 안 사니까.,0,0,0,0,1
어어어어어 맞아맞아맞아맞아 어 맞아 맞아.,1,0,0,0,0
l/ 글다 보니까 어떤 정도로 쓰레기냐면 진짜 그 자기보다 나이 어린애들을 만났었는데  거짓말을 진짜 너무 많이 하는 거야.,0,0,0,0,1
"그러시겠지, 핸드폰 가게니까 행복하시겠지. l/",1,0,0,0,0
" 어떤 거, 신천지?",0,0,0,0,1
"응 고등학교 거의 한 10 아니 한 10년 동안 진짜 연락이 안 되던 친군데 갑자기 신림 진짜 길 한복판에서 걔가 보이는 거야, 그래서 어 세인아 이래가지고 번호 그때 연락하고 시험 끝나고 만나자고 했는데 시험을 이렇게 봐가지고. l/",1,0,0,0,0
저는 그 AI 스피커 이제 얘기하면 이제 한참 고등학교 때 애들이랑 반에서 몰래 핸드폰으로 모두의 마블 하고 있었단 말이에요.,0,0,0,0,1
 아 l/ 할아버지가 종이 그 그 갑자기 가지러 가는 게 너무 웃겨.,1,0,0,0,0
아 내가 보다가 너무 재밌고 웃기면은 불러 불러가지고 알려주지.,1,0,0,0,0
"근데 뭐 다른 사람들이 나, 내가 꼰대라고 느낄 수도 있는 거고",0,0,0,0,1
나 한 경험으로는 세 번 정도 있지.,0,0,0,0,1
"응, 사람이 다 똑같지 뭐. l/",1,0,0,0,0
뭐 살 만은 했다.,1,0,0,0,0
l/ 아 사랑아 보영해 밖에 기억이 안 나냐.,1,0,0,0,0
 여기 익산역에는 사람이 없기 때문에 그런 사람이 없어.,0,0,0,0,1
이번에 또 막 산사태도 엄청나고 넘쳐서 막 죽은 사람도 많고.,0,0,0,0,1
다 같이 가족 여행을 갔는데 내가 혼자 삼촌들 중에 나만 갔단 말이야?,0,0,0,0,1
그래갖고 그래갖고 그니까 아 아빠도 그런데 아빠는 근데 술 먹으면 되고 이게 되게 그게 좀 그랬어.,0,0,0,0,1
" 그래갖고  한 2, 3일있다가 내가 얘기를 했어요.",0,0,0,0,1
" 그런데 아빠는 그때 얘가 아 민망해서 다시 누운 거구나 자는척하는 거구나 했는데 그래서 아빠가 나한테 깨우면서 경애야 일어나도 돼, 안 민망해도 돼, 그냥 방에서 자 했는데 내가 계속 코까지 골면서 잤다는 거야.",0,0,0,0,1
어 그런 것도 재밌지.,0,0,0,0,1
"그러면 똑같네, 전에 다 같이 할 때는 좀 재밌었다고 사람들이 그러는데.",0,0,0,0,1
어 군대에서 얘기 좀 해줘 봐.,0,0,0,0,1
근데 이제 처음에 옛날에 제가 이제 교회에서 이제 조금 이제 덩치가 좀 나가시는 좀 형이 있었거든요 그래서 그 형을 이제 뚱땡이형이라고 놀렸어요 평소에.,0,0,0,0,1
아 그냥 갑자기?,0,0,0,0,1
어 그래서 어 뭐지 하면서 나 샤워를 했단 말야.,0,0,0,0,1
그래 애들이 있으니까 그러는 거야.,0,0,0,0,1
 아니 그때 나 그때 좋아하는 사람 있었잖아.,0,0,0,0,1
"아 아예 영어 영어 문화권이면은 꼰대가 없을 텐데 영어 문화권이 아니면  뭐 그럴 수도 있겠다, 우리가 높임말 쓰니까 위아래가 나눠진 거니까?",0,0,0,0,1
기준 그니까 그 기준을 딱 잡고 그 꼰대 그니까 아까 그 영상에서 나온 거 때의 기준을 잡고 꼰대라고 하면은 야 거기 나도 꼰대지 그거는 l/ 거기서는.,1,0,0,0,0
그 장면이 너무 웃겨가지고 맨날 짤로도 보고.,1,0,0,0,0
N/ 어 이 사람이 예쁜 짓을 해도 화가 나는 거 있잖아.,0,0,0,1,0
 왜냐면 고속버스터미널이랑 시외버스터미널이 있잖아?,0,0,0,0,1
"이제 어렸을 때 막 그런 거 많이 하잖아, 태권도 막 이런 거.",0,0,0,0,1
"하나 살까, 예전에는 하나 살까 했었는데 그때 카카오 미니랑 클로버 나왔을 때.",0,0,0,0,1
그래서 거의 근데 엄마 요리가  l/ 너무 건강식으로 그렇게 저염식 구황작물 브로콜리 뭐 이런 건강식.,0,0,0,0,1
그러니까.,0,0,0,0,1
l/ 어 그나마.,0,0,0,0,1
 그래서 어릴 때부터 그냥 그게 나는 습관이 돼 가지고 그냥 뭔가를 일을 할려고 해도 그냥 아 이유를 찾 뭔가 이거 그 있잖아.,0,0,0,0,1
원장님이 진짜 막 약간 다들 피하는 막 얼굴을 다 피하고 하는데 원장님이 이제 내가 옆에 있으니까 말을 거시는 거야.,0,0,0,0,1
"영상, 영상 괜히 보자고 했는데, 존나 슬픈데?",0,1,0,0,0
약간 그 엄마 이야기가 나오면 진짜 응 눈물이 나는 거 같애.,0,1,0,0,0
l/ 꼬꼬마잖아 초등학생 시절이었어요 네. l/,1,0,0,0,0
"그지, 자주 늦고 또 되게 막 내가  뭔 막 말을 해도 되게 안 웃고 그러고 막 별 반응도 없는 거 있잖아.",0,0,0,0,1
그냥 최대한 잘해줄려고 생각은 하고 있는데 아직 그렇게 막 후배랑 친하게 지내본 적도 딱히 없어가지고  그냥 뭐 나도 최대한 노력해 봐야지.,0,0,0,0,1
"서로 마음에 들었나 봐, 어.",1,0,0,0,0
이게 있는 거 같애.,0,0,0,0,1
 틀어 노면 왠지 그냥 집에 있는 오전에 한국에 집에 있는 그런 느낌?,0,1,0,0,0
 그 남자들은 다 이렇게 가만히 앉아 있고.,0,0,0,0,1
 사람이 바글바글하는데 진짜.,0,0,0,0,1
"어, 그래가지고 오빠 결혼할 때도 혼자 막 울고 그리고 엄마도 울고 누가 보면 언니가 오빠 잡아가는 줄.",1,0,0,0,0
나 초등학교 때부터 했으니까.,0,0,0,0,1
"그치, 나는 진짜 일 다니면은 어린애들한테도 한 네 살 어린애들한테도 존댓말부터 쓰다가 완전 나중 돼서야 그냥 편하게 하라고 할 때 말 놓고 이런 스타일이라.",0,0,0,0,1
"어 어 되게 어렵더라, 맞 아무도 못 맞추더라고. l/",1,0,0,0,0
 꼰대는 어떤 거다.,0,0,0,0,1
그러다 보니까 우리한테는 그런 거를 되물려 주고 싶지 않았던 거야.,0,0,0,0,1
근데 고양이랑 맨날 같이 자잖아.,0,0,0,0,1
l/ 아 살 빼야겠다.,1,0,0,0,0
l/  너무 재밌어.,1,0,0,0,0
확실히 있는 것 같애. ,0,0,0,0,1
"근데 근데 박 유리가 깨졌어, 아 그 사람이 원래부터 유리가 깨져 있는 건지 모르겠는데 깨져서 그 차 태워가지고 우리 다 태우고 그 조그만 차에 한 다섯 명인가 태우고 가가지고 병원 가가지고 진료 받았어, 어.",0,0,0,0,1
하트시그널 이런 거.,0,0,0,0,1
 그럼 넌 언젠가는 AI 로봇이 인간을 뭐 대체라는 단어가 좀 그렇지만 감정까지 갖게 된다면 거의 인간 근사치에 도달할 텐데 그런 게 그것도 필요하다고 생각해 상황에 따라? ,0,0,0,0,1
자기의 과 자기 과거 얘기를 하는데 과거 때 자기가 당한 꼰대 짓은 생각 못 하는 거지. l/,0,0,0,0,1
l/ 막 울고불고 막 난리를 치는 거야 여자애가.,1,0,0,0,0
그대로 갈기셨어 그냥.,0,0,0,0,1
"아 그 그리고 그것도 그렇고 건배사를 계속하라는 거야, 어른들 앞에서 .",0,0,0,1,0
그래서 아빠는 맨날 술 먹고 들어 오라 그래.,0,0,0,0,1
어 싸우는 꿈 꾸면은 그렇게 욕을 하고 맞을까 봐 무서워 옆에 있으면 근데 또 즐거운 꿈을 꾸잖아 웃음소리가 으하하하하하 이러고 웃어. l/,1,0,0,0,0
 아 문자 왔구나.,1,0,0,0,0
"애들하고는 돌아다니면서 유튜브로, 옛날에 하이킥.",0,0,0,0,1
진지한 상황에서도 키면은 이제 놀라워.,0,0,0,0,1
근데 나중에 인제 자신이 계급이 높아지거나 그럴 때는 후임들이 코를 골면은 바로 깨우지 깨워서 뭐라 하고. l/,1,0,0,0,0
 있을 때도 엄마가 오징어 채랑 그니까 너 좋아한다고 항상 너 반찬 도시락 반찬 해줘야 된다고  그렇게 맨날 주는 거 보면 보내주는 거 보면 진짜 우리 엄마도 고생 진짜 예전에는 엄마한테 고마움을 그렇게 못 느꼈거든?,0,0,0,0,1
근데 이게 나는 아버 이 영상에선 아버지라고 했지만 그냥 뭐 어머니도 되고 할머니도 되고 이렇게 다 대입 시킬 수 있잖아.,0,0,0,0,1
눈에 렌즈 꼈는지 봐야겠다고 눈을 막 까가지고 l/ 불을 막 비춰보고  경찰이래.,1,0,0,0,0
"맞아, 형제로서 잘 나아갈 수 있는.",0,0,0,0,1
그래서 나는 분명히 오늘 학교를 안 나갔는데 너 어제 왜 인사 안 했냐고 불려 가서 혼나기도 했었고 그리고 나는 또 심지어 빠른 년생이잖아.,0,0,0,1,0
"나 이사 오기 전에 아빠랑 같이 잤단 말야, 거실에서.",0,0,0,0,1
 어 어렸을 때 집도 되게 가난했거든?,0,0,0,0,1
"l/ 내가 그거 때문에 엄, 그 이제 사자대면을 했어 사자대면.",1,0,0,0,0
"근데 막 잠꼬대로 막 아 추워 이게  한 시간 간격으로 이러는 거야, 근데 그게 들리는 거야.",0,0,0,0,1
걔도 아까 비슷했어.,1,0,0,0,0
그리고 솔직히 지금도 교복만 입고 수수  교실 들어가면 그냥. l/,1,0,0,0,0
어 너무 그 재치 있어 가지고.,1,0,0,0,0
 그래서 계속 따라다니면서 커피 사주신대매요 하고서 계속 얘기하고 다녔지.,1,0,0,0,0
"예, 다시는 안 볼 l/ 다시는 안 볼 것처럼 이렇게 싸운 적도 있었는데  이제 가족의 힘이란 게 그게 대단한 것 같애요.",0,0,0,0,1
그거 그냥 거실에다가.,0,0,0,0,1
으아어 그 계속 바꾸는 거.,1,0,0,0,0
만나는데?,0,0,0,0,1
뭐 고등학교 때는 이제 도저히 답이 안 나오니까 그냥 저 기숙사 학교로 넣은 거 같은데. l/,1,0,0,0,0
"좀 어 이제 회사에서 벌어둔 돈도 이제 다 쓰고 솔직히 그거 얼마나 되겠냐, 뭐 다 쓰고 나서 이제 돈도 없을 때 이제 알바를 하면서 공부를 하니까.",0,0,0,0,1
"l/ 어 약간 못 하긴 하지, 할 시간도 없고.",1,0,0,0,0
 그니까 우리 엄마는 참 우리를 위해서 엄청 헌신적이긴 한 거 같애.,0,1,0,0,0
 성격 차이도 성격 차이도 심했고 좀.,0,1,0,0,0
깨웠더니 이 왜 당신 나랑 방금 대화한 거 기억나  내가 무슨 대화를 했어 l/ 내가 당신 나랑 대화했잖아.,1,0,0,0,0
근데 진짜 애완동물을 키울 마음이 있고 진짜 외로운 있잖아 노부부나 막 혼자 있는 사람들이 키우면 좋긴 할 거 같애.,0,0,0,0,1
황당하게. l/,1,0,0,0,0
그니까 생각 자체도.,0,0,0,0,1
"거라고 나는 그렇게 생각을 해가지고 지금은 이제 그 뭐랄까 정, 분석이 안돼서 못 만, 분석이 안돼서 못 만드는 거지, 분석만 되면 만들겠는데 이제 그걸 분석을 할 수 있냐 없냐겠지.",0,0,0,0,1
아 나에 생활이 학교생활을 도와줄 우리 선배님이시구나. l/,1,0,0,0,0
 이런 식으로 이야기를 접근을 해서 항상 자기를 상대방에 대입을 시키는 게 너무 그건 꼰대지.,0,0,0,0,1
"그냥 저도 그냥 갔을 때마다 그냥 눈치 있게 잘하는 거 같아요, 그냥 그 상황에 맞춰가지고 분위기에 맞춰서.",0,0,0,0,1
생각이 많이 났어.,1,0,0,0,0
l/ 너 지금 여자친구 있잖아. l/,1,0,0,0,0
" 어 제시 제시 나오는 거, 어 괜찮더라고 재밌더라고.",0,0,0,0,1
대 대포폰에서 아주 재밌었어.,1,0,0,0,0
난 뭐 내가 똥차였었으니까. 어,0,0,0,0,1
 그래서 기독교 믿냐고 하면서 이제 대화를 나눌 수 있녜.,0,0,0,0,1
어 그냥 자기가 정말 힘들다는 거를 그분한테 티를 내고 싶었나 봐.,0,0,0,0,1
걱정도 되고.,0,0,0,0,1
그런 것도 그런 거잖아.,0,0,0,0,1
말을 어떻게 하느냐에 따라 또 틀리긴 하는디.,0,0,0,0,1
그거를 봤거든?,0,0,0,0,1
"그래서 갔는데 그 펜션을 내가 냈거든, 애플 펜션이라고.",0,0,0,0,1
"어, 그니까는 그 가부장적인 사람들은 그 자기 그게 세뇌가 돼있거나 아니면 자기의 생각이 고립에 박혀있어서.",0,0,0,0,1
" 아니 이유도 없이 그냥 막 켜져, 내가 뭐라 한 것도 아닌데.",0,0,0,1,0
"모르겠어, 나도 근데 잠꼬대했었다고 들었어 군대에서.",0,0,0,0,1
진짜  막 아버지 보면은 참 답도 안 나온다.,0,0,0,0,1
그 호성이네 집은 호성이네 집은 그 이름이 짱구거든?,0,0,0,0,1
"응, 난 없어.",0,0,0,0,1
 너무 슬퍼 아 초반부터 초반부터 혼자 읍 으읍 여기서 여기서 울면은 안되겠지 으으읍 이러면서 으으읍 입술 꽉.,0,1,0,0,0
천사가 싸다 주셨나.,1,0,0,0,0
 그건 그 사람 앞에 있는 거니까. ,0,0,0,0,1
무서운데? l/,1,0,0,0,0
근데 우리 동아리는 1학년 때에 그 축제 때 축제 때나 뭐 첫 공연 무조건 첫 공연은 선배님들이 정해주신 곡으로 나가야 된단 말이야.,0,0,0,0,1
이거 옷차림이야 뭐 우리 다 편하게 다니고 그 뭐 내가 니 나이 때 말이야 뭐 그런 거 난 거의 안 하고 너 웃는 게 뭐 있나 보다? l/,1,0,0,0,0
그러는데 이번에 2기는 이제 엄청 아예 빡세게  예 실제로 진짜 UDT 하는 것처럼 그냥 해버리니까  정신을 못 차리더라고요 사람들이.,0,0,0,0,1
근데 여전히 본인이 꼰대인 줄 알아.,0,0,0,0,1
젊은 남자 선생님들이 막 가가지고 껐지.,0,0,0,0,1
그 조그마한 그 생활관 안에 서른 명이 자는데 서른 명 다 한숨을 쉬어.,1,0,0,0,0
진짜로 그런 거 같아서 재밌는 거 같고 그 슈퍼맨이 돌아왔다도 비슷한 걸로 비슷한 느낌으로 보면은 애기들은 TV란 개념이 없잖아.,1,0,0,0,0
아 일단 아는 건데 뭐  여자를 만나면서 막 그렇게 막 불쾌하고 뭐 그런 적도 아예 없어가지고 오히려  어.,1,0,0,0,0
응 로봇에 대해서도 응.,0,0,0,0,1
응 너무 힘든 거 같애.,0,0,0,0,1
왜냐하면 걔네 아빠가 나한테도 오빠랑이 일찍 들여보내달라 하도 사고 치고 다니니까 그래서 응 가라 했어 가서 연락해 그런날이 많았는데 그때마다 그 여자를 만난 거야.,0,0,0,1,0
약간 타이밍이 애매하게 놓쳐서 못 하는 거 알지?,1,0,0,0,0
어 허위사실을 유포하지 말아라. l/,1,0,0,0,0
아 그 막 인터뷰하는 거?,0,0,0,0,1
근데 막 처음에 뭔가 쾅하는 소리가 들리는 거야.,0,0,0,0,1
 그 아까 그 뭐였지?,0,0,0,0,1
l/ 아 저는 그래도 아까 싸인 싸인해 주시는 아주머니가 너무 웃겨가지고 어 l/ 그러면은 l/ 평소에 어느 프로 좋아하세요?,1,0,0,0,0
" 그래서 이제 거기로부터 좀 더 인제 여자분들, 여상분들이, 여성분들이 좀 더 어 어 많은 학, 대우를 받아야 되지 않나 뭐 할당제나 이런 것들도 받아야 되지 않나 뭐 이런 것들도 되게 많이 요새 의견을 내고 있는 거 같애.",0,0,0,0,1
옛날 생각해보면은  이제 현실적으로 보면은 솔직히 해준 것보다 받은 게 항상 많잖아.,0,0,0,0,1
 자다가 그냥 어 쫌 이상하다 싶으면은 뭐가 이상하네  그렇게 하고 잠들 뿐이다고 난 생각을 해.,0,0,0,0,1
"으응, 응 다시는 해달라고 l/ 말 못 하게. l/",1,0,0,0,0
뭐 저는 스무 살 때는 아까 그 영상 나온 거처럼 장사도 해봤는데 장사를 하다 보면 진짜 다양한 사람들 많이 만나요.,0,0,0,0,1
"좀 잡일, 잡일을 정말 많이 시켜.",0,0,0,1,0
그랬으면 애초에 결혼을 하지 말지 혼자 살지.,0,0,0,1,0
 가위로 미리 해놓고 하라는 말이 진짜 생각지도 못한 말이어가지고.,1,0,0,0,0
"뭐 그런 긍정적인 부분에서는 괜찮은데 이제, 그런 부분에서는 좋지.",0,0,0,0,1
l/ 그래 아저씨 얼굴 보고 완전 정떨어졌어.,0,0,0,1,0
" 그때 시, 신입생 때 그랬던 거 같애.",0,0,0,0,1
어 난 길거리에서 예전에 연애할 때 소연 아빠랑 연애할 때 강남 한복판에서 걸어 다니고 있는데 소연 아빠가 그때도 이제 트레이닝 바지를 되게 즐겨 입었어.,0,0,0,0,1
그 비서도 그렇게까지는 안 해 요즘. l/,0,0,0,1,0
" 근데 그때까지만 해도 그때 해도 내가 약간 사람 인간관계 가볍게 생각하는 경향이 정말 컸기 정말 컸기 때문에 그래서 별로 신경을 안 썼던 것 같애, 그래서 그 헤어지면 응 안 맞나 보다 응 그런가 보다 하는 거지.",0,0,0,0,1
"응 맞아, 나도 아까 자기가 했던 첫 번째 점점 나아지고 있는 느낌이라고 했잖아.",0,0,0,0,1
그랬더니 한숨 푹 쉬면서 아 그럼 내일 그 다른 일 하는 사람이 있어 이모 따로 있어 아 내일 성욱 씨가 나와줘야겠네 이러는 거야.,0,0,0,1,0
"그것도 소개받았어, 그 10만 원이야.",0,0,0,0,1
" 그 그  우리 장인어른도 글고 우리 아버지도 글고 약간 가부장적이시고 이제 자기 중심적이시긴하니까, 근데 아까 나왔던 거는 그거는 이제 그 막 쌍욕하고 막 젓가락질 뭐 뭐 카레 나왔다고 밥을 그릇을 집어던지고 그거는 뭐 본인이 다혈질이라고 하는데 내가 봤을 때는 오히려 그 사람이 못 배우고 그래가지고 그게 사람들한테 이제 약한 사람들이니까 뭐 와이프라던지 애들이 약한 사람들이니까 그렇게 하는 거지, 저거는 가부장적인 건 아닌 거 같애.",0,0,0,0,1
그냥 시끄러운 정도가 아니라 자다가 인나고.,1,0,0,0,0
그니까 내가 내가 그 잠꼬대하지 않게 잘 수 있을려면 방을 다른 데를 비워줘야 되는데 방이 어지럽혀져있어.,0,0,0,0,1
그냥 조용히 쓱 가가지고 친구들이랑 마트 가가 지고 사갖고 오고 그래 놓고 자랑하고  아 근데 이건 좀 아닌 거 같은데 엄마 그러면은 아 이미 샀는데 어떡해 나한텐 이쁘니까 괜찮아하면서 막 그러고 엄마들은 다 다 다 비슷비슷하지.,1,0,0,0,0
그 이이 어.,1,0,0,0,0
"응, 그럼 만약에 본인이 여자친구가 있는데 그 고민이 이성 친구랑 단둘이 술 먹으면서 얘기하면 그 여사 여사 내 여자친구가 어떻게 생각할 거 같애요?",0,0,0,0,1
이제 졸업할 때를 서로 앞두고 있으니까.,0,0,0,0,1
그 꼰대라는 말도 너무 잘 알고 자기가 행동하는 거에 대해서 아 나 꼰댄가라고 말씀을 하시고 아 나 꼰댄가봐라고 인정을 하시고 그 우리도 우리는 이제 맞장구는 못 치고 그냥 l/ 아니에요 l/ 아니야 나 맞는 거 같애 이러면.,1,0,0,0,0
"우리 엄마도 맨날 거실 나와서 자, 아빠가 코를 많이 골아.",1,0,0,0,0
"나는 실제로 듣기만 했지 실제로 본 적은 아 이게 듣기만 했지 실제로 본 적은 처음인데, 진짜 방독면을 씌우더라.",1,0,0,0,0
"아니 그것도 보는데 그 어어 어 그것도 되게 재밌어, 여러 사람들 그냥 길 가다가 만나서 인터뷰하는 거잖아.",0,0,0,0,1
"그래가지고 뭐 그것 사정을 아니까 뭐라고는 못하고 이제 그냥 그냥 나도 그냥 묵묵히 가만히 있는 편이지, 그냥 언제 끝날까 하고.",0,0,0,0,1
애초에 거기 있었던 적도 별로 없고 하니깐 저는.,0,0,0,0,1
 근데 그 걔가 또 잠드는 게 눕고 한 10초면 잠들어.,0,0,0,0,1
그 지 짠해 그.,1,0,0,0,0
"그러다 보니까 이제 엄청 빡세진 않았고 그냥 이제 서로 간에 어떤 그런 뭐 친분 관계 이런 것들이 많이 좋아졌더라고요, 그런 방송 끝나고도 같이 연락도 하고.",0,0,0,0,1
l/ 가진 게 나이밖에 없어서.,1,0,0,0,0
l/ 흠칫한다고. l/,1,0,0,0,0
와 그래서 나 그거 보고 이게 무슨 소리야.,0,0,0,1,0
"본인 재량에 따라서 다르다고 생각을 해가지고 응, 그냥 이 이거는 경쟁이지 남녀에 싸움이 아니라고 생각을 하거든.",0,0,0,0,1
그래도 우리가 있잖아. l/,1,0,0,0,0
 근데 이 직업을 갖기 위하면 어느 정도에 예  그 조건을 갖춘 상태에서 해야 되지  애초에 이렇게 여자라고 해서 낮추는 거 자체가 약간 말하면서 역차별 느낌이지 않나 생각을 좀 많이 해요.,0,0,0,1,0
"근데 막 음식도 막 진짜 코로 들어가는지 입으로 들어가는지 모르게 막 후다닥 먹고 왔는데 근데 그 어 오랜만에 나가니까 엄만 맨날 그리고 집에 있,  어머니도 그러시잖아, 집안일하시면.",0,0,0,0,1
그래 그 한마디가 그래 맞아.,0,0,0,0,1
"아 나는 빅스비, 나 갤럭시니까 빅스비 잘 쓰진 않는데 그냥 내 친구 중에 빅스비 진짜 맨날 쓰는 애가 있거든.",0,0,0,0,1
 어어어어 그거 그게 너무 감동이었어 그게 너무 슬펐어.,0,1,0,0,0
아 그러니까 내가 푸른 거탑 본다니까 그래서. l/,1,0,0,0,0
그럼 기분이 나빠.,0,0,0,1,0
그리고 신기한 게 둘째 때 입덧이 진짜 심했어.,0,0,0,0,1
와 진짜 너무 재밌어.,1,0,0,0,0
근데 계단 보면은 옛날에 보면은 계단 끝에 미끄러움 방지턱이라고 이렇게 쇠로 이렇게 처리해 놓잖어.,0,0,0,0,1
엄마한테 아 그 뭐라고 하셨지 엄마가?,0,0,0,0,1
그게 좀 신기하더라고.,0,0,0,0,1
아이 아이 아 더치페이.,0,0,0,0,1
죽는다 죽음이란 게 본능으로 알지 않을까요?,0,0,0,0,1
" 그리고 가족들끼리 다 같이 먹을 때 그것도 이제 뭔가 그 밥 먹는 자리마저 하나의 그냥 추억이다, 약간 이런 식으로 생각 하게 되는 거 같애.",0,0,0,0,1
그래서 그게. ,0,0,0,0,1
"그래서 저는 어 재밌겠다 하고 무료로 받아 본 다음에 가서 이제 뭐 결과를 기다리고 있는데 그중에서도 제가 뭐 잘했다고 하면서 뭔가 뽑혔다고 알려주는 거예요, 그래서.",0,0,0,0,1
그러니까 무리 지어서 계속 돌아다니잖아.,0,0,0,1,0
아 사람보다 더 발달하고 더 높은 상태가 되면은 이제 얘네가 또 감정도 있다 했으니까 이제 사람들 밑에서 약간 일하고 돈 주고 그 그렇게 생각 안 하고 내가 이 사람들보다 더 우월한 존잰데 왜 그러고 있을까 그런 생각도 할 거 같긴 해.,0,0,0,0,1
 근데 나는 지금 내가 어 이 직장에서 어떻게 보면은 그 꼰대여야 할 자리에 있지만 결코 갑질은 하지 않는다고 생각을 했거든.,0,0,0,0,1
"  어우 좀 너무 짠한 내용이었어, 어.",0,1,0,0,0
전통시장 같은 데.,0,0,0,0,1
하 오버워치 얘기할 아 게임이구나 이거는.,0,0,0,0,1
 그래갖고 소리 때문에 되게 나 때문에 못 잤다고 막 너 좀 코 좀 그만 골라고 했던 적이 있었었어.,1,0,0,0,0
"할 정도, 나는 일어나서 이렇게 막 다녔어.",0,0,0,0,1
언니는 어떻게 생각했어?,0,0,0,0,1
"어 뭐 이 사람한테 뭐 피해줘서는 안돼 약간 이런 마음을 가지고 있으면 어, 더 힘든 것 같애.",0,0,0,0,1
와가지고 뭐 힘든 게 그냥 자기도 힘들었을 때가 있는데 그냥 제사 한 번 지내니까 뭐 일이 막 잘 풀리고 그랬다는 거야.,0,0,0,0,1
"자기가 콩 코 고는 소리에 깬다고, 너도 그러지?",0,0,0,0,1
l/ 그니까 그것도  응 그것도 꼰대네 조금.,0,0,0,0,1
 근데 그때 군인 걔가 돈 빌린 애 아니었어?,0,0,0,0,1
근데 아저씨가 그렇게 웃기면은 좀 살 거 같긴 해.,1,0,0,0,0
"열 살 그때쯤이었던 거 같은데 진짜 그 그 짧은 인생이 파로나마 파, 파, 파노라마?",0,0,0,0,1
재수 없다.,0,0,0,0,1
"아니, 박예진.",0,0,0,0,1
"꼰대야, 어.",1,0,0,0,0
"응,  가기 전에 한 번은 연락을 해 줄 수 있는 거.",0,0,0,0,1
"원 어 원 아무튼 같, 같은 원광대잖아. ",0,0,0,0,1
l/  어쩔 수 없는 거지.,1,0,0,0,0
한번 나가면 점심 먹으러 갈 때 한 세 번 만나고 밥 먹고 올 때 한 네 번 만나요.,0,0,0,0,1
응 그럼 용운이 형 그렇게 안 들어갈 것 같애.,0,0,0,0,1
그래가지고 나 놀래가지고 이걸 나보고 다 먹으라고?,1,0,0,0,0
"내가 요즘 그 잘 때 이를 되게 많이 갈아, 그니까 어 나 이 되게 많이 갈아 그니까 그래서 항상 주기적으로 보톡스 맞거든.",1,0,0,0,0
l/ 혹시 뭐 이런 그 경험 같은 거 있었어요?,0,0,0,0,1
그래서 밤에 한 일곱시 여덟시에 만나서 1박인데 그때부터 한 거야.,0,0,0,0,1
그게 나 대학교 한 2학년 때였나 전역하고  이제 1년 선배랑 그때 밤엔가?,1,0,0,0,0
넌 되게 애들한테 잘 받아주는 편이잖아.,0,0,0,0,1
"응, 술 따라 주라고.",0,0,0,1,0
 아 근데 나는 약간 꼰대의 기준이라는 게 솔직히 정확히 말하면 뭔지 모르겠어.,0,0,0,0,1
아니지 유재석은 그거지.,0,0,0,0,1
 이제 진짜 다시는 안 볼 생각으로 정리한거여 가지고  괜찮아.,0,0,0,0,1
 당한 사람은 진짜 재미없지.,0,0,0,1,0
 근데 그 정비 생활관에 막내가 있는데 걔가 코를 엄청 심하게 골아.,0,0,0,0,1
그래서 나 그때 5만 원을 빌려드렸어.,0,0,0,0,1
"근데 우리 동네가 약간 나이대가 높으신 분들이 많단 말이야, 손님분들이.",0,0,0,0,1
나 엄청 보지.,0,0,0,0,1
어 그 l/ 위험해. l/,1,0,0,0,0
" 어설프게 착한  그렇다고 내가 막 내 입으로 난 착, 어쨌든 이렇게 어설프게 착하다는 것도 착하다는 거잖아요.",1,0,0,0,0
그게 제주도 제주도였나?,0,0,0,0,1
그러고 내가 옆으로 자잖아.,0,0,0,0,1
군대 때 많지 않아?,0,0,0,0,1
그면 저기야?,0,0,0,0,1
일단은 내가 엄청 크다니깐 뭐 할 수가 없네.,1,0,0,0,0
그래가지고 내일 오세요 그랬거든?,0,0,0,0,1
"그래서 예, 그랬더니 저희 엄마가 어 싱크대에 버려. l/",1,0,0,0,0
"잠꼬대 얘기 , 아 나 옛날에 있었던 거 같은데 생각이 잘 안 난다.",0,0,0,0,1
그  어 아형 재밌어.,1,0,0,0,0
그랬어 근데 쩝 근데 걔가 친구랑 여사친 이 없든 말든 있을 수 있지 당연히 나도 있었으니까 근데 후배 여자애한테 선물을 받는데.,0,0,0,0,1
응 네가 뭐 운 나쁘게 어 다른 분들은 뭐 잘 뭐 열고 닫고 하시는데요 뭐 그게 중요한 게 아니고 어쨌든 사람이 다친 거잖아 무조건.,0,0,0,1,0
그래가지고 막 갑자기 선 선풍기 이제 그게 막 떨려.,0,0,0,0,1
물이 진짜 무서워 응 물이 진짜 무서워.,0,0,0,0,1
나는 엄마가 해준 잡채.,1,0,0,0,0
"그래갖고 내가 의식을 살아있는데 들리고 약간 가위 눌린 것처럼 잠꼬대를 한 거죠 막, 새벽에 막 친구네 가족들 자는데 막 아아아악 소리를 지른 거여 내가.",1,0,0,0,0
가능성이 있으니까 아빠가 치매에 걸리면 나는 진짜 그 어떻게 행동을 해야 할까 막 그런 가끔씩 생각이 들어.,0,1,0,0,0
"그 시장, 자갈치시장인가 거기가 그치 응응응.",0,0,0,0,1
