text,happy,depressed,surprised,angry,neutral
Sess06_script04_User011M_017,0.0,0.0,0.0,0.0,1.0
Sess36_script06_User072F_029,0.0,0.2,0.0,0.1,0.7
Sess15_script03_User030M_012,0.2,0.0,0.1,0.2,0.5
Sess39_script02_User078F_008,0.3,0.0,0.0,0.0,0.7
Sess40_script02_User079F_010,0.4,0.0,0.0,0.0,0.6
Sess28_script06_User055M_031,0.0,0.0,0.0,0.4,0.6
Sess31_script06_User061M_003,0.6,0.2,0.0,0.0,0.2
Sess23_script01_User045F_016,0.1,0.0,0.0,0.0,0.9
Sess22_script06_User043F_019,0.0,0.0,0.0,0.4,0.6
Sess15_script01_User030M_022,0.1,0.0,0.0,0.0,0.9
Sess28_script03_User055M_026,0.2,0.0,0.0,0.0,0.8
Sess09_script06_User017M_011,0.0,0.1,0.0,0.4,0.5
Sess15_script06_User029M_022,0.0,0.0,0.0,0.0,1.0
Sess25_script03_User049M_006,0.1,0.0,0.0,0.0,0.9
Sess21_script05_User041F_029,0.6,0.0,0.1,0.0,0.3
Sess39_script05_User077F_025,0.0,0.1,0.0,0.0,0.9
Sess36_script01_User071M_016,0.1,0.0,0.1,0.0,0.8
Sess03_script04_User005M_017,0.0,0.0,0.0,0.1,0.9
Sess14_script02_User027F_007,0.0,0.1,0.0,0.3,0.6
Sess32_script06_User064F_006,0.0,0.0,0.1,0.0,0.9
Sess33_script06_User066M_029,0.0,0.0,0.0,0.0,1.0
Sess07_script01_User014M_017,0.1,0.0,0.0,0.0,0.9
Sess19_script01_User037M_018,0.0,0.0,0.0,0.0,1.0
Sess17_script06_User083F_011,0.0,0.0,0.0,0.0,1.0
Sess01_script01_User002M_023,0.2,0.0,0.0,0.0,0.8
Sess23_script06_User046M_026,0.0,0.0,0.0,0.5,0.5
Sess02_script02_User004M_016,0.5,0.0,0.0,0.0,0.5
Sess12_script06_User081F_025,0.0,0.0,0.2,0.0,0.8
Sess09_script02_User017M_009,0.0,0.1,0.0,0.0,0.9
Sess33_script02_User065M_027,0.0,0.0,0.0,0.0,1.0
Sess37_script03_User074F_005,0.3,0.0,0.0,0.0,0.7
Sess13_script05_User025F_032,0.4,0.0,0.0,0.0,0.6
Sess16_script02_User031M_016,0.0,0.0,0.0,0.1,0.9
Sess02_script05_User004M_030,0.1,0.0,0.0,0.1,0.8
Sess14_script06_User028M_018,0.0,0.0,0.0,0.1,0.9
Sess20_script02_User040M_008,0.0,0.0,0.0,0.3,0.7
Sess31_script05_User061M_001,0.0,0.4,0.0,0.0,0.6
Sess37_script02_User073F_019,0.0,0.0,0.0,0.3,0.7
Sess12_script05_User082F_001,0.1,0.0,0.0,0.0,0.9
Sess19_script01_User038F_002,0.3,0.0,0.5,0.0,0.2
Sess25_script01_User049M_019,0.7,0.0,0.0,0.0,0.3
Sess13_script01_User025F_017,0.5,0.0,0.0,0.0,0.5
Sess13_script04_User025F_019,0.0,0.0,0.0,0.8,0.2
Sess30_script03_User060F_001,0.1,0.0,0.0,0.0,0.9
Sess33_script02_User066M_016,0.0,0.0,0.0,0.4,0.6
Sess06_script04_User011M_014,0.0,0.0,0.0,0.0,1.0
Sess10_script03_User020M_021,0.5,0.0,0.1,0.0,0.4
Sess25_script02_User050F_009,0.0,0.1,0.0,0.1,0.8
Sess11_script05_User022M_011,0.0,0.0,0.0,0.0,1.0
Sess27_script05_User053M_010,0.3,0.0,0.0,0.0,0.7
Sess35_script02_User070F_003,0.0,0.2,0.0,0.0,0.8
Sess04_script01_User008F_008,0.2,0.0,0.0,0.0,0.8
Sess22_script06_User044F_014,0.0,0.0,0.0,0.6,0.4
Sess10_script06_User020M_020,0.0,0.1,0.0,0.3,0.6
Sess13_script05_User026F_022,0.6,0.0,0.0,0.0,0.4
Sess20_script02_User040M_005,0.0,0.0,0.0,0.0,1.0
Sess14_script04_User027F_017,0.0,0.4,0.0,0.2,0.4
Sess05_script03_User009M_012,0.1,0.0,0.0,0.0,0.9
Sess26_script05_User052F_011,0.0,0.0,0.2,0.0,0.8
Sess15_script01_User029M_025,0.0,0.0,0.0,0.0,1.0
Sess34_script04_User067M_009,0.0,0.0,0.0,0.0,1.0
Sess04_script01_User007M_012,0.9,0.0,0.0,0.0,0.1
Sess10_script03_User020M_017,0.4,0.0,0.0,0.0,0.6
Sess14_script05_User028M_004,0.0,0.0,0.0,0.1,0.9
Sess19_script05_User037M_017,0.2,0.0,0.0,0.0,0.8
Sess34_script02_User067M_029,0.0,0.0,0.3,0.0,0.7
Sess39_script05_User077F_010,0.0,0.3,0.0,0.0,0.7
Sess14_script02_User028M_012,0.0,0.2,0.0,0.0,0.8
Sess17_script02_User084F_007,0.0,0.0,0.0,0.0,1.0
Sess27_script06_User053M_008,0.1,0.0,0.0,0.3,0.6
Sess14_script04_User028M_016,0.0,0.1,0.0,0.0,0.9
Sess26_script05_User052F_034,0.1,0.0,0.0,0.0,0.9
Sess12_script04_User081F_017,0.0,0.0,0.0,0.5,0.5
Sess07_script01_User013M_028,0.1,0.0,0.0,0.0,0.9
Sess25_script03_User050F_023,0.0,0.0,0.0,0.0,1.0
Sess40_script02_User079F_029,0.0,0.2,0.0,0.1,0.7
Sess37_script04_User074F_017,0.0,0.1,0.0,0.0,0.9
Sess31_script05_User062M_003,0.0,0.1,0.0,0.0,0.9
Sess32_script02_User063M_020,0.0,0.0,0.0,0.0,1.0
Sess12_script01_User081F_024,0.4,0.0,0.0,0.0,0.6
Sess16_script03_User032M_030,0.0,0.0,0.0,0.1,0.9
Sess13_script02_User025F_005,0.0,0.2,0.0,0.0,0.8
Sess15_script06_User030M_028,0.0,0.0,0.0,0.0,1.0
Sess13_script05_User025F_002,0.1,0.0,0.0,0.0,0.9
Sess08_script05_User016F_003,0.4,0.0,0.0,0.0,0.6
Sess18_script02_User035M_008,0.0,0.0,0.0,0.2,0.8
Sess31_script04_User061M_031,0.2,0.1,0.1,0.1,0.5
Sess33_script03_User065M_022,0.0,0.0,0.0,0.0,1.0
Sess37_script03_User073F_024,0.1,0.1,0.0,0.0,0.8
Sess40_script01_User080F_028,0.0,0.0,0.0,0.1,0.9
Sess40_script01_User079F_022,0.0,0.0,0.5,0.0,0.5
Sess16_script03_User031M_012,0.0,0.0,0.0,0.0,1.0
Sess29_script03_User057F_013,0.0,0.0,0.0,0.3,0.7
Sess19_script01_User037M_030,0.0,0.1,0.1,0.0,0.8
Sess13_script05_User026F_027,0.7,0.0,0.0,0.0,0.3
Sess31_script05_User062M_006,0.0,0.1,0.0,0.0,0.9
Sess23_script04_User045F_019,0.0,0.0,0.0,0.3,0.7
Sess17_script01_User084F_018,0.0,0.0,0.0,0.0,1.0
Sess29_script05_User058F_003,0.0,0.0,0.0,0.0,1.0
Sess12_script02_User082F_021,0.1,0.0,0.0,0.0,0.9
Sess15_script06_User030M_005,0.1,0.0,0.1,0.0,0.8
Sess10_script01_User019F_028,0.5,0.0,0.1,0.0,0.4
Sess09_script01_User018M_019,0.2,0.0,0.0,0.0,0.8
Sess33_script06_User066M_010,0.0,0.0,0.1,0.0,0.9
Sess06_script01_User011M_033,0.0,0.0,0.2,0.0,0.8
Sess40_script01_User079F_015,0.5,0.0,0.0,0.0,0.5
Sess03_script04_User006M_010,0.0,0.0,0.0,0.0,1.0
Sess13_script01_User025F_020,0.0,0.0,0.0,0.0,1.0
Sess31_script02_User062M_009,0.0,0.2,0.0,0.0,0.8
Sess16_script02_User031M_039,0.4,0.0,0.0,0.1,0.5
Sess23_script05_User045F_021,0.2,0.0,0.0,0.0,0.8
Sess07_script01_User014M_029,0.9,0.0,0.0,0.0,0.1
Sess04_script05_User008F_006,0.2,0.0,0.0,0.0,0.8
Sess35_script03_User070F_014,0.1,0.0,0.0,0.0,0.9
Sess02_script03_User004M_014,0.0,0.0,0.0,0.0,1.0
Sess07_script02_User014M_033,0.2,0.0,0.0,0.0,0.8
Sess13_script04_User026F_009,0.5,0.0,0.1,0.0,0.4
Sess29_script02_User057F_001,0.0,0.0,0.0,0.0,1.0
Sess08_script03_User015F_029,0.2,0.0,0.0,0.0,0.8
Sess26_script02_User052F_019,0.0,0.2,0.0,0.0,0.8
Sess32_script06_User064F_031,0.4,0.0,0.0,0.0,0.6
Sess07_script04_User014M_015,0.0,0.0,0.1,0.3,0.6
Sess17_script04_User084F_010,0.0,0.0,0.0,0.1,0.9
Sess06_script04_User011M_015,0.1,0.0,0.0,0.0,0.9
Sess08_script04_User015F_007,0.0,0.0,0.4,0.0,0.6
Sess10_script01_User020M_018,1.0,0.0,0.0,0.0,0.0
Sess24_script03_User048F_025,0.0,0.0,0.0,0.0,1.0
Sess23_script01_User046M_001,0.1,0.0,0.0,0.0,0.9
Sess29_script06_User057F_011,0.0,0.0,0.0,0.6,0.4
Sess20_script05_User040M_013,0.0,0.0,0.0,0.0,1.0
Sess12_script02_User081F_030,0.0,0.0,0.0,0.0,1.0
Sess12_script03_User081F_009,0.1,0.0,0.1,0.0,0.8
Sess03_script05_User006M_007,0.0,0.1,0.0,0.5,0.4
Sess21_script06_User041F_005,0.3,0.0,0.0,0.0,0.7
Sess14_script03_User028M_003,0.1,0.0,0.0,0.0,0.9
Sess40_script01_User080F_025,0.0,0.0,0.0,0.0,1.0
Sess31_script06_User061M_026,0.0,0.0,0.2,0.0,0.8
Sess26_script01_User051M_001,0.1,0.0,0.0,0.0,0.9
Sess17_script04_User083F_001,0.1,0.0,0.0,0.0,0.9
Sess20_script05_User039M_017,0.1,0.0,0.0,0.0,0.9
Sess27_script06_User053M_019,0.0,0.0,0.0,0.0,1.0
Sess08_script05_User015F_027,0.0,0.0,0.0,0.0,1.0
Sess17_script04_User083F_036,0.1,0.0,0.0,0.1,0.8
Sess40_script04_User079F_013,0.7,0.0,0.0,0.0,0.3
Sess15_script02_User030M_007,0.0,0.0,0.0,0.6,0.4
Sess13_script05_User025F_003,0.1,0.0,0.0,0.0,0.9
Sess24_script03_User047F_003,0.0,0.0,0.7,0.0,0.3
Sess04_script03_User008F_016,0.1,0.0,0.0,0.0,0.9
Sess38_script02_User075M_014,0.1,0.0,0.0,0.0,0.9
Sess03_script04_User005M_030,0.0,0.1,0.0,0.2,0.7
Sess36_script02_User071M_014,0.1,0.1,0.0,0.2,0.6
Sess05_script03_User009M_008,0.0,0.0,0.0,0.0,1.0
Sess10_script04_User020M_004,0.0,0.4,0.0,0.1,0.5
Sess13_script02_User026F_029,0.0,0.3,0.0,0.0,0.7
Sess05_script03_User009M_015,0.0,0.2,0.0,0.0,0.8
Sess25_script02_User049M_008,0.1,0.0,0.0,0.0,0.9
Sess24_script04_User048F_008,0.0,0.0,0.0,0.5,0.5
Sess16_script02_User031M_013,0.0,0.0,0.0,0.0,1.0
Sess07_script03_User013M_024,0.0,0.0,0.0,0.0,1.0
Sess25_script01_User050F_030,0.8,0.0,0.1,0.0,0.1
Sess40_script02_User079F_016,0.0,0.0,0.0,0.2,0.8
Sess36_script02_User072F_018,0.1,0.1,0.0,0.0,0.8
Sess23_script03_User045F_013,0.0,0.0,0.0,0.0,1.0
Sess20_script06_User040M_006,0.0,0.0,0.0,0.3,0.7
Sess08_script04_User015F_024,0.0,0.0,0.9,0.0,0.1
Sess33_script02_User066M_004,0.0,0.0,0.0,0.0,1.0
Sess33_script01_User066M_024,0.0,0.0,0.0,0.0,1.0
Sess30_script05_User060F_015,0.2,0.0,0.0,0.0,0.8
Sess14_script01_User028M_032,0.0,0.1,0.0,0.0,0.9
Sess20_script01_User039M_006,0.0,0.2,0.0,0.0,0.8
Sess40_script01_User079F_020,0.1,0.0,0.0,0.0,0.9
Sess12_script02_User081F_013,0.0,0.0,0.0,0.2,0.8
Sess11_script03_User022M_015,0.0,0.0,0.0,0.0,1.0
Sess07_script02_User014M_015,0.1,0.0,0.0,0.0,0.9
Sess39_script01_User077F_043,0.0,0.0,0.0,0.2,0.8
Sess15_script05_User030M_019,0.0,0.7,0.0,0.0,0.3
Sess31_script04_User061M_006,0.0,0.0,0.0,0.3,0.7
Sess06_script06_User011M_017,0.0,0.0,0.0,0.0,1.0
Sess11_script05_User022M_005,0.1,0.0,0.1,0.0,0.8
Sess02_script04_User003F_025,0.0,0.0,0.0,0.0,1.0
Sess34_script04_User068M_002,0.2,0.1,0.0,0.0,0.7
Sess03_script02_User005M_014,0.1,0.0,0.0,0.0,0.9
Sess06_script01_User012M_003,0.3,0.0,0.0,0.0,0.7
Sess10_script01_User020M_010,0.5,0.0,0.0,0.0,0.5
Sess23_script05_User046M_027,0.0,0.0,0.0,0.0,1.0
Sess32_script04_User063M_018,0.0,0.1,0.0,0.0,0.9
Sess25_script02_User050F_031,0.0,0.0,0.0,0.1,0.9
Sess11_script05_User022M_016,0.1,0.0,0.0,0.2,0.7
Sess03_script01_User005M_014,0.0,0.0,0.0,0.0,1.0
Sess25_script06_User050F_010,0.3,0.3,0.0,0.0,0.4
Sess11_script05_User022M_002,0.1,0.0,0.0,0.0,0.9
Sess15_script02_User030M_008,0.0,0.0,0.0,0.6,0.4
Sess03_script05_User006M_021,0.0,0.0,0.0,0.0,1.0
Sess40_script06_User079F_002,0.3,0.0,0.0,0.0,0.7
Sess34_script05_User068M_015,0.0,0.1,0.0,0.0,0.9
Sess15_script01_User030M_026,0.0,0.0,0.2,0.1,0.7
Sess39_script02_User077F_008,0.0,0.0,0.2,0.0,0.8
Sess30_script04_User060F_010,0.0,0.0,0.0,0.2,0.8
Sess22_script05_User043F_004,0.7,0.0,0.1,0.0,0.2
Sess15_script04_User029M_017,0.2,0.0,0.0,0.0,0.8
Sess29_script03_User058F_012,0.0,0.0,0.0,0.0,1.0
Sess25_script04_User049M_001,0.3,0.0,0.0,0.0,0.7
Sess24_script04_User047F_009,0.0,0.0,0.0,0.4,0.6
Sess06_script05_User012M_020,0.1,0.0,0.0,0.0,0.9
Sess34_script02_User067M_035,0.0,0.0,0.3,0.0,0.7
Sess39_script02_User078F_003,0.0,0.0,0.0,0.0,1.0
Sess27_script06_User054M_016,0.0,0.1,0.0,0.1,0.8
Sess24_script03_User048F_017,0.0,0.0,0.1,0.0,0.9
Sess16_script03_User031M_028,0.2,0.0,0.0,0.1,0.7
Sess07_script01_User014M_060,0.0,0.0,0.5,0.0,0.5
Sess08_script02_User016F_021,0.1,0.1,0.0,0.2,0.6
Sess21_script02_User042F_010,0.0,0.0,0.1,0.7,0.2
Sess40_script04_User080F_017,0.0,0.0,0.1,0.0,0.9
Sess07_script06_User013M_004,0.0,0.0,0.0,0.4,0.6
Sess04_script05_User007M_025,0.0,0.0,0.0,0.0,1.0
Sess34_script06_User068M_022,0.3,0.0,0.0,0.0,0.7
Sess16_script05_User031M_013,0.0,0.0,0.0,0.0,1.0
Sess06_script03_User011M_004,0.2,0.0,0.0,0.0,0.8
Sess33_script06_User066M_003,0.0,0.0,0.0,0.0,1.0
Sess39_script03_User078F_018,0.1,0.0,0.1,0.0,0.8
Sess40_script02_User079F_017,0.0,0.0,0.0,0.1,0.9
Sess02_script03_User004M_003,0.3,0.0,0.1,0.2,0.4
Sess32_script04_User064F_034,0.0,0.0,0.5,0.0,0.5
Sess24_script05_User048F_014,0.0,0.0,0.0,0.0,1.0
Sess16_script02_User031M_051,0.0,0.1,0.0,0.2,0.7
Sess31_script04_User061M_018,0.1,0.0,0.0,0.0,0.9
Sess34_script03_User068M_025,0.1,0.1,0.0,0.0,0.8
Sess15_script02_User029M_015,0.0,0.2,0.0,0.0,0.8
Sess08_script03_User015F_012,0.0,0.0,0.0,0.1,0.9
Sess26_script06_User052F_004,0.0,0.0,0.0,0.2,0.8
Sess38_script03_User076F_006,0.1,0.0,0.0,0.0,0.9
Sess10_script06_User020M_014,0.0,0.1,0.0,0.1,0.8
Sess02_script05_User004M_017,0.2,0.0,0.0,0.0,0.8
Sess37_script01_User073F_025,0.0,0.1,0.1,0.0,0.8
Sess08_script01_User015F_007,0.0,0.1,0.0,0.1,0.8
Sess02_script01_User004M_019,0.0,0.0,0.0,0.0,1.0
Sess12_script05_User081F_020,0.1,0.0,0.2,0.0,0.7
Sess19_script03_User038F_015,0.8,0.0,0.0,0.0,0.2
Sess03_script03_User005M_016,0.0,0.0,0.1,0.0,0.9
Sess16_script02_User031M_041,0.1,0.0,0.1,0.4,0.4
Sess03_script02_User006M_011,0.0,0.0,0.0,0.6,0.4
Sess07_script06_User013M_007,0.0,0.0,0.0,0.6,0.4
Sess02_script01_User003F_003,0.0,0.1,0.0,0.0,0.9
Sess32_script04_User064F_005,0.2,0.0,0.0,0.0,0.8
Sess31_script06_User062M_013,0.3,0.0,0.1,0.0,0.6
Sess40_script03_User079F_036,0.0,0.0,0.0,0.0,1.0
Sess13_script03_User025F_004,0.4,0.0,0.2,0.0,0.4
Sess19_script02_User038F_003,0.1,0.1,0.0,0.0,0.8
Sess13_script05_User025F_006,0.8,0.0,0.0,0.0,0.2
Sess32_script04_User063M_009,0.3,0.0,0.0,0.0,0.7
Sess22_script01_User043F_016,0.1,0.2,0.0,0.0,0.7
Sess33_script01_User066M_019,0.0,0.0,0.0,0.0,1.0
Sess09_script02_User018M_034,0.1,0.0,0.0,0.0,0.9
Sess13_script03_User026F_003,0.0,0.0,0.9,0.0,0.1
Sess14_script03_User027F_013,0.5,0.0,0.0,0.0,0.5
Sess24_script05_User048F_018,0.1,0.2,0.0,0.0,0.7
Sess29_script01_User058F_013,0.0,0.0,0.0,0.0,1.0
Sess29_script03_User058F_003,0.9,0.0,0.0,0.0,0.1
Sess30_script02_User059F_006,0.0,0.1,0.2,0.1,0.6
Sess32_script02_User064F_024,0.0,0.0,0.0,0.2,0.8
Sess08_script05_User015F_024,0.0,0.0,0.0,0.1,0.9
Sess33_script02_User065M_010,0.0,0.1,0.0,0.0,0.9
Sess32_script04_User064F_011,0.1,0.0,0.0,0.0,0.9
Sess15_script04_User029M_007,0.1,0.0,0.0,0.0,0.9
Sess03_script03_User005M_031,0.3,0.0,0.0,0.0,0.7
Sess27_script05_User054M_010,0.9,0.0,0.0,0.0,0.1
Sess38_script05_User076F_017,0.6,0.0,0.0,0.0,0.4
Sess26_script02_User052F_002,0.0,0.0,0.0,0.0,1.0
Sess23_script06_User045F_015,0.0,0.0,0.2,0.3,0.5
Sess12_script01_User081F_012,0.9,0.0,0.0,0.0,0.1
Sess26_script02_User051M_014,0.0,0.0,0.0,0.0,1.0
Sess13_script03_User026F_026,0.4,0.0,0.0,0.0,0.6
Sess12_script03_User082F_004,0.5,0.0,0.1,0.0,0.4
Sess27_script04_User053M_020,0.0,0.0,0.0,0.0,1.0
Sess40_script01_User079F_041,0.1,0.0,0.0,0.0,0.9
Sess16_script02_User031M_008,0.0,0.0,0.1,0.0,0.9
Sess40_script04_User079F_026,0.2,0.3,0.0,0.0,0.5
Sess38_script02_User076F_002,0.7,0.0,0.0,0.0,0.3
Sess29_script05_User058F_014,0.0,0.1,0.0,0.0,0.9
Sess02_script03_User004M_017,0.0,0.0,0.0,0.0,1.0
Sess23_script03_User045F_004,0.0,0.0,0.0,0.0,1.0
Sess39_script05_User078F_001,0.1,0.0,0.0,0.0,0.9
Sess09_script04_User018M_039,0.0,0.0,0.0,0.0,1.0
Sess16_script01_User031M_003,0.2,0.0,0.0,0.0,0.8
Sess40_script06_User079F_015,0.0,0.0,0.0,0.1,0.9
Sess18_script05_User035M_005,0.0,0.2,0.0,0.0,0.8
Sess16_script02_User032M_029,0.0,0.0,0.0,0.3,0.7
Sess17_script01_User083F_022,0.8,0.0,0.0,0.0,0.2
Sess30_script03_User060F_002,0.2,0.0,0.0,0.0,0.8
Sess10_script04_User020M_010,0.0,0.3,0.0,0.1,0.6
Sess13_script03_User026F_002,0.0,0.0,0.3,0.0,0.7
Sess22_script03_User043F_021,0.1,0.0,0.0,0.0,0.9
Sess26_script03_User052F_016,0.0,0.2,0.0,0.0,0.8
Sess04_script06_User007M_008,0.0,0.0,0.0,0.1,0.9
Sess25_script06_User049M_039,0.0,0.0,0.0,0.1,0.9
Sess37_script03_User073F_014,0.0,0.0,0.1,0.0,0.9
Sess05_script01_User009M_028,0.0,0.0,0.0,0.0,1.0
Sess30_script04_User059F_019,0.0,0.0,0.0,0.0,1.0
Sess01_script03_User001F_016,0.0,0.0,0.1,0.0,0.9
Sess24_script01_User047F_005,0.6,0.0,0.1,0.0,0.3
Sess16_script01_User032M_021,0.0,0.2,0.0,0.0,0.8
Sess25_script06_User049M_003,0.0,0.0,0.0,0.0,1.0
Sess28_script01_User055M_001,0.5,0.0,0.0,0.0,0.5
Sess11_script01_User022M_013,0.0,0.5,0.0,0.0,0.5
Sess30_script02_User060F_002,0.0,0.3,0.0,0.0,0.7
Sess09_script04_User018M_029,0.0,0.3,0.0,0.0,0.7
Sess25_script04_User049M_037,0.0,0.2,0.0,0.1,0.7
Sess13_script05_User025F_026,0.2,0.0,0.0,0.0,0.8
Sess40_script06_User080F_022,0.0,0.0,0.2,0.0,0.8
Sess37_script04_User073F_011,0.0,0.0,0.2,0.0,0.8
Sess07_script01_User014M_032,0.1,0.0,0.0,0.0,0.9
Sess34_script05_User067M_001,0.0,0.0,0.7,0.0,0.3
Sess15_script01_User030M_013,0.1,0.0,0.0,0.2,0.7
Sess18_script03_User036M_015,0.5,0.0,0.0,0.0,0.5
Sess07_script01_User014M_041,0.0,0.0,0.2,0.0,0.8
Sess17_script04_User083F_002,0.1,0.0,0.1,0.0,0.8
Sess10_script05_User020M_007,0.0,0.7,0.0,0.0,0.3
Sess29_script03_User058F_013,0.2,0.0,0.0,0.0,0.8
Sess36_script05_User071M_007,0.3,0.0,0.0,0.0,0.7
Sess14_script02_User027F_024,0.0,0.1,0.0,0.0,0.9
Sess24_script02_User047F_004,0.0,0.0,0.0,0.0,1.0
Sess04_script05_User007M_034,0.4,0.0,0.0,0.0,0.6
Sess12_script01_User082F_031,0.3,0.0,0.0,0.0,0.7
Sess19_script06_User037M_024,0.0,0.1,0.0,0.0,0.9
Sess06_script03_User012M_031,0.1,0.0,0.3,0.0,0.6
Sess08_script04_User016F_014,0.0,0.0,0.0,0.0,1.0
Sess32_script03_User064F_005,0.5,0.0,0.0,0.0,0.5
Sess11_script02_User022M_009,0.0,0.1,0.0,0.0,0.9
Sess36_script02_User072F_007,0.0,0.0,0.0,0.1,0.9
Sess31_script03_User061M_012,0.2,0.0,0.1,0.0,0.7
Sess09_script03_User018M_045,0.0,0.2,0.0,0.0,0.8
Sess34_script05_User068M_002,0.2,0.0,0.1,0.0,0.7
Sess38_script06_User075M_004,0.0,0.0,0.0,0.0,1.0
Sess28_script06_User055M_019,0.0,0.0,0.0,0.5,0.5
Sess09_script04_User018M_036,0.0,0.0,0.0,0.0,1.0
Sess31_script03_User062M_026,0.6,0.0,0.1,0.0,0.3
Sess26_script06_User052F_011,0.0,0.0,0.0,0.0,1.0
Sess15_script04_User029M_010,0.3,0.0,0.1,0.0,0.6
Sess06_script06_User012M_017,0.0,0.1,0.0,0.0,0.9
Sess03_script03_User006M_024,0.8,0.0,0.0,0.0,0.2
Sess03_script03_User005M_030,0.0,0.0,0.1,0.0,0.9
Sess39_script06_User077F_030,0.0,0.0,0.1,0.4,0.5
Sess13_script04_User026F_034,0.0,0.2,0.0,0.1,0.7
Sess27_script06_User053M_005,0.0,0.0,0.0,0.0,1.0
Sess30_script04_User059F_014,0.0,0.0,0.0,0.5,0.5
Sess40_script03_User080F_008,0.0,0.0,0.0,0.0,1.0
Sess37_script05_User074F_027,0.0,0.1,0.0,0.0,0.9
Sess20_script04_User040M_003,0.0,0.0,0.0,0.0,1.0
Sess26_script05_User052F_018,0.0,0.0,0.3,0.2,0.5
Sess04_script01_User008F_018,0.1,0.0,0.0,0.2,0.7
Sess04_script03_User008F_012,0.4,0.0,0.0,0.0,0.6
Sess04_script04_User007M_015,0.0,0.5,0.0,0.1,0.4
Sess01_script05_User002M_038,0.3,0.0,0.0,0.0,0.7
Sess28_script05_User055M_021,0.3,0.0,0.0,0.0,0.7
Sess37_script05_User074F_031,0.3,0.0,0.0,0.0,0.7
Sess32_script02_User064F_026,0.0,0.0,0.0,0.2,0.8
Sess21_script01_User041F_006,0.0,0.0,0.1,0.0,0.9
Sess33_script05_User065M_009,0.3,0.0,0.0,0.0,0.7
Sess25_script04_User049M_029,0.0,0.0,0.0,0.0,1.0
Sess34_script03_User067M_031,0.1,0.0,0.2,0.0,0.7
Sess21_script04_User042F_020,0.0,0.1,0.0,0.1,0.8
Sess20_script06_User040M_007,0.0,0.0,0.0,0.4,0.6
Sess07_script02_User013M_016,0.0,0.1,0.0,0.3,0.6
Sess03_script01_User006M_013,0.1,0.0,0.1,0.0,0.8
Sess35_script01_User069F_005,0.0,0.2,0.0,0.0,0.8
Sess10_script01_User020M_012,0.5,0.0,0.1,0.0,0.4
Sess38_script01_User075M_018,0.1,0.0,0.0,0.0,0.9
Sess09_script06_User018M_014,0.0,0.1,0.0,0.0,0.9
Sess13_script03_User025F_032,0.4,0.0,0.0,0.0,0.6
Sess02_script01_User003F_015,0.0,0.0,0.0,0.0,1.0
Sess33_script04_User066M_024,0.0,0.0,0.0,0.3,0.7
Sess32_script01_User063M_042,0.1,0.0,0.0,0.0,0.9
Sess14_script06_User027F_011,0.0,0.0,0.0,0.1,0.9
Sess15_script04_User030M_024,0.0,0.1,0.0,0.0,0.9
Sess26_script04_User051M_014,0.2,0.0,0.0,0.0,0.8
Sess09_script02_User018M_039,0.0,0.2,0.0,0.0,0.8
Sess25_script02_User049M_020,0.0,0.0,0.0,0.0,1.0
Sess01_script04_User002M_005,0.0,0.0,0.0,0.0,1.0
Sess27_script02_User053M_025,0.0,0.2,0.0,0.0,0.8
Sess24_script01_User048F_027,0.1,0.0,0.0,0.0,0.9
Sess08_script02_User015F_018,0.0,0.0,0.0,0.8,0.2
Sess39_script03_User077F_025,0.0,0.0,0.0,0.2,0.8
Sess30_script02_User059F_015,0.0,0.2,0.1,0.1,0.6
Sess38_script05_User075M_017,0.1,0.0,0.0,0.0,0.9
Sess37_script04_User074F_014,0.0,0.1,0.0,0.0,0.9
Sess40_script04_User079F_007,0.5,0.0,0.0,0.0,0.5
Sess04_script05_User007M_009,0.0,0.1,0.0,0.0,0.9
Sess16_script03_User032M_036,0.6,0.0,0.2,0.0,0.2
Sess29_script06_User058F_010,0.0,0.2,0.0,0.0,0.8
Sess36_script04_User072F_016,0.2,0.1,0.0,0.0,0.7
Sess28_script03_User055M_002,0.8,0.0,0.0,0.0,0.2
Sess16_script04_User031M_038,0.0,0.0,0.0,0.0,1.0
Sess34_script05_User067M_022,0.0,0.0,0.2,0.0,0.8
Sess09_script02_User018M_038,0.0,0.0,0.0,0.0,1.0
Sess06_script06_User011M_022,0.0,0.0,0.1,0.0,0.9
Sess04_script01_User007M_022,0.7,0.0,0.0,0.0,0.3
Sess12_script01_User082F_029,0.0,0.0,0.0,0.1,0.9
Sess35_script03_User070F_011,0.0,0.1,0.0,0.0,0.9
Sess03_script04_User005M_006,0.0,0.0,0.0,0.2,0.8
Sess07_script02_User014M_025,0.0,0.0,0.0,0.5,0.5
Sess38_script05_User075M_019,0.0,0.0,0.0,0.0,1.0
Sess01_script03_User001F_013,0.1,0.0,0.0,0.0,0.9
Sess29_script01_User057F_012,0.5,0.0,0.0,0.0,0.5
Sess36_script04_User072F_010,0.0,0.1,0.0,0.1,0.8
Sess27_script05_User054M_038,0.0,0.0,0.1,0.0,0.9
Sess37_script01_User074F_024,0.6,0.1,0.0,0.0,0.3
Sess38_script01_User076F_004,0.1,0.0,0.0,0.0,0.9
Sess09_script04_User018M_003,0.0,0.2,0.0,0.0,0.8
Sess21_script03_User042F_008,0.9,0.0,0.0,0.0,0.1
Sess24_script05_User047F_008,0.1,0.0,0.5,0.0,0.4
Sess15_script01_User029M_003,0.1,0.0,0.3,0.0,0.6
